dataset,model,n_features,fold_best_params,fold_thresholds,median_threshold,tp_mean,tp_std,fp_mean,fp_std,tn_mean,tn_std,fn_mean,fn_std,auc_mean,auc_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,recall_mean,recall_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,mcc_mean,mcc_std,threshold_mean,threshold_std
mycobacterium_isoniazid_cdhit_train,Decision Tree,3,"[{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}]","[0.5015197568389079, 0.5000000000000021, 0.50151057401812, 0.50151057401812, 0.50151057401812]",0.501510574,0,0,0,0,62,0,98,0,0.5,0,0.3875,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0.501210296,0.000605158
mycobacterium_isoniazid_cdhit_train,Extra Trees,3,"[{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}]","[0.5015197568389064, 0.5000000000000009, 0.5015105740181225, 0.5015105740181225, 0.5015105740181225]",0.501510574,0,0,0,0,62,0,98,0,0.5,0,0.3875,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0.501210296,0.000605158
mycobacterium_isoniazid_cdhit_train,Gradient Boosting,3,"[{'clf__learning_rate': 0.01, 'clf__max_depth': 1, 'clf__n_estimators': 100}, {'clf__learning_rate': 0.01, 'clf__max_depth': 1, 'clf__n_estimators': 100}, {'clf__learning_rate': 0.01, 'clf__max_depth': 1, 'clf__n_estimators': 100}, {'clf__learning_rate': 0.01, 'clf__max_depth': 1, 'clf__n_estimators': 100}, {'clf__learning_rate': 0.01, 'clf__max_depth': 1, 'clf__n_estimators': 100}]","[0.6135899759088567, 0.6126760563380281, 0.6135831381733021, 0.6135831381733021, 0.6135831381733021]",0.613583138,0,0,0,0,62,0,98,0,0.5,0,0.3875,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0.613403089,0.000363526
mycobacterium_isoniazid_cdhit_train,HistGB,3,"[{'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}, {'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}, {'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}, {'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}, {'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}]","[0.6126760563380281, 0.6126760563380281, 0.6126760563380281, 0.6126760563380281, 0.6126760563380281]",0.612676056,0,0,0,0,62,0,98,0,0.5,0,0.3875,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0.612676056,0
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,HistGB,1003,"[{'clf__l2_regularization': 1.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}, {'clf__l2_regularization': 1.0, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 50}, {'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 50}, {'clf__l2_regularization': 1.0, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}, {'clf__l2_regularization': 0.0, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__max_leaf_nodes': 31, 'clf__min_samples_leaf': 10}]","[0.6004568405211571, 0.6299615005882475, 0.6448170519130901, 0.6386988148285232, 0.7030691487795927]",0.638698815,67.6,2.653299832,16.8,2.925747768,45.2,2.925747768,30.4,2.653299832,0.762491771,0.050277255,0.705,0.02833946,0.709414088,0.030725403,0.689795918,0.027074488,0.689795918,0.027074488,0.729032258,0.04718948,0.741186343,0.024653151,0.409009931,0.059796807,0.643400671,0.033493954
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,Linear SVM,1003,"[{'clf__C': 10}, {'clf__C': 0.1}, {'clf__C': 0.01}, {'clf__C': 0.1}, {'clf__C': 0.01}]","[0.1861518666106282, 0.11290876994892043, 0.2709421774596125, 0.1283576518088637, 0.0451179942229198]",0.128357652,63,4.516635916,14.4,2.416609195,47.6,2.416609195,35,4.516635916,0.756632653,0.047650659,0.69125,0.02755676,0.705299539,0.02512075,0.642857143,0.046088122,0.642857143,0.046088122,0.767741935,0.038977568,0.717574499,0.031249045,0.401298437,0.048776546,0.148695692,0.075854924
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,LogReg (L2),1003,"[{'clf__C': 0.1}, {'clf__C': 0.1}, {'clf__C': 1}, {'clf__C': 1}, {'clf__C': 10}]","[0.5145572368205499, 0.5472533463897832, 0.5582126568700493, 0.507596903219697, 0.46344350323861605]",0.514557237,67,4.939635614,17,4,45,4,31,4.939635614,0.758179724,0.050636004,0.7,0.02404423,0.704739961,0.02494815,0.683673469,0.050404445,0.683673469,0.050404445,0.725806452,0.064516129,0.735527886,0.026594522,0.401525238,0.047820015,0.518212729,0.033373876
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,Balanced Random Forest,1003,"[{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}, {'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}, {'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}, {'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 500}]","[0.4878492350659464, 0.5332593166227466, 0.6203750911521909, 0.5040853146853146, 0.5594982569818123]",0.533259317,70,4.098780306,19,2.449489743,43,2.449489743,28,4.098780306,0.757323897,0.043025515,0.70625,0.035794553,0.703917051,0.035199307,0.714285714,0.041824289,0.714285714,0.041824289,0.693548387,0.039507899,0.748267867,0.032757143,0.400523577,0.070629636,0.541013443,0.046669488
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,KNN,1003,"[{'clf__n_neighbors': 15, 'clf__p': 1, 'clf__weights': 'distance'}, {'clf__n_neighbors': 15, 'clf__p': 1, 'clf__weights': 'uniform'}, {'clf__n_neighbors': 11, 'clf__p': 1, 'clf__weights': 'distance'}, {'clf__n_neighbors': 11, 'clf__p': 1, 'clf__weights': 'uniform'}, {'clf__n_neighbors': 11, 'clf__p': 1, 'clf__weights': 'uniform'}]","[0.6, 0.6, 0.6, 0.5454545454545454, 0.6363636363636364]",0.6,79.6,6.019966777,25.2,4.53431362,36.8,4.53431362,18.4,6.019966777,0.756731402,0.043707881,0.7275,0.055,0.702896643,0.055944157,0.812244898,0.061428232,0.812244898,0.061428232,0.593548387,0.073134091,0.784423206,0.046430594,0.417882134,0.11575128,0.596363636,0.029090909
mycobacterium_isoniazid_cdhit+phenotypeseeker_train,LogReg (L1),1003,"[{'clf__C': 1}, {'clf__C': 1}, {'clf__C': 1}, {'clf__C': 10}, {'clf__C': 1}]","[0.49337234622175247, 0.5129257638017817, 0.6204810175486685, 0.5487130670901653, 0.49940745495887956]",0.512925764,65.8,5.491812087,16.8,4.261455151,45.2,4.261455151,32.2,5.491812087,0.761339697,0.054645732,0.69375,0.030618622,0.700230415,0.031072377,0.671428571,0.056038899,0.671428571,0.056038899,0.729032258,0.068733148,0.727721753,0.032346833,0.392742693,0.061448061,0.53497993,0.046865794
